status,private pool,propertyType,street,baths,homeFacts,fireplace,city,schools,sqft,zipcode,beds,state,stories,mls-id,PrivatePool,MlsId,target
Active,,Single Family Home,65 N Pointe Rd,2,"{'atAGlanceFacts': [{'factValue': '2006', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Central, Electric', 'factLabel': 'Heating'}, {'factValue': 'Central Electric', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '42253', 'factLabel': 'lotsize'}, {'factValue': '$130', 'factLabel': 'Price/sqft'}]}","Gas, Propane",Ringgold,"[{'rating': ['3', '6', '5', '6', '9', '7', 'NR', 'NR'], 'data': {'Distance': ['2.0 mi', '3.9 mi', '2.7 mi', '2.1 mi', '4.8 mi', '4.8 mi', '2.2 mi', '3.7 mi'], 'Grades': ['PK–5', '6–8', '9–12', 'PK–5', '6–8', '9–12', 'K–12', 'PK–1']}, 'name': ['West Side Elementary School', 'Lakeview Middle School', 'Lakeview-Fort Oglethorpe High School', 'Graysville Elementary School', 'Heritage Middle School', 'Heritage High School', 'Battlefield Parkway Christian Private School', 'Annoor Academy Private School']}]",2997,30736,3.0,GA,,,,20196546,"$389,900"
,,Condo,1000 Brickell Ave # 2215,3.0,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': 'Other', 'factLabel': 'Heating'}, {'factValue': 'Other', 'factLabel': 'Cooling'}, {'factValue': '1 space', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': 'No Data', 'factLabel': 'Price/sqft'}]}",,Miami,"[{'rating': ['10/10', '2/10'], 'data': {'Distance': ['20.3 mi', '1.6 mi'], 'Grades': ['PK-8', '9-12']}, 'name': ['Air Base Elementary School', 'Booker T. Washington Senior High School']}]",--,33131,2,FL,,,," 2215, Miami, FL 33131","$1,100,000"
A Active,,Single Family Home,122 Black Creek Rd,1,"{'atAGlanceFacts': [{'factValue': '1972', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Oil', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '40511', 'factLabel': 'lotsize'}, {'factValue': '$69', 'factLabel': 'Price/sqft'}]}",,Newport,"[{'rating': ['6', '6'], 'data': {'Distance': ['5.2 mi', '5.2 mi'], 'Grades': ['K–6', '7–12']}, 'name': ['West Canada Valley Elementary School', 'West Canada Valley Junior Senior High School']}]",728,13416,2.0,NY,1.0000,,,S1234101,"$49,900"
Under Contract Show,,Land,13812 Lake Bluff Dr,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '18295', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Matthews,"[{'rating': ['10', '5', '6', '5', '7', '7', 'NR', 'NR'], 'data': {'Distance': ['2.7 mi', '1.6 mi', '3.9 mi', '1.7 mi', '2.7 mi', '1.8 mi', '1.7 mi', '2.3 mi'], 'Grades': ['K–5', '6–8', '9–12', 'K–12', '6–8', '9–12', '9–12', '2–7']}, 'name': ['Bain Elementary School', 'Mint Hill Middle School', 'Independence High School', 'Queens Grant Community School', 'Crestdale Middle School', 'David W Butler High School', 'Greyfriars Classical Academy Private School', 'Shands Private School']}]",0,28105,,NC,Lot,,,3561488,"$10,000"
foreclosure,,single-family home,8029 S Escanaba Ave,2 Baths,"{'atAGlanceFacts': [{'factValue': '1893', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': 'None', 'factLabel': 'Parking'}, {'factValue': '3049 sqft', 'factLabel': 'lotsize'}, {'factValue': '$24/sqft', 'factLabel': 'Price/sqft'}]}",,Chicago,"[{'rating': ['2/10', '1/10'], 'data': {'Distance': ['0.35mi', '5.45mi'], 'Grades': ['PK-8', '9-12']}, 'name': ['Ninos Heroes Elementary Academic Center', 'Hope College Prep High School']}]","1,980 sqft",60617,5 Beds,IL,,,,,"$47,560"
foreclosure,,single-family home,7710 S Rhodes Ave,,"{'atAGlanceFacts': [{'factValue': '1918', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': 'Detached Garage', 'factLabel': 'Parking'}, {'factValue': '3,125 sqft', 'factLabel': 'lotsize'}, {'factValue': '$41/sqft', 'factLabel': 'Price/sqft'}]}",,Chicago,"[{'rating': ['1/10', '2/10', '1/10'], 'data': {'Distance': ['0.51mi', '0.35mi', '3.1mi'], 'Grades': ['9-12', 'PK-8', '9-12']}, 'name': ['Hirsch Metropolitan High School', 'Ruggles Elementary School', 'Hope College Prep High School']}]",924 sqft,60619,2 Beds,IL,,,,10495177,"$37,500"
for sale,,single-family home,1436 N Alabama St,3 Baths,"{'atAGlanceFacts': [{'factValue': '1890', 'factLabel': 'Year built'}, {'factValue': '1950', 'factLabel': 'Remodeled year'}, {'factValue': 'Other', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Detached Garage', 'factLabel': 'Parking'}, {'factValue': '8,015 sqft', 'factLabel': 'lotsize'}, {'factValue': '$206/sqft', 'factLabel': 'Price/sqft'}]}",,Indianapolis,"[{'rating': ['1/10', '1/10'], 'data': {'Distance': ['1.47mi', '1.27mi'], 'Grades': ['PK-6', '9-12']}, 'name': ['Washington Irving School 14', 'Arsenal Technical High School']}]","4,246 sqft",46202,4 Beds,IN,,,,21664525,"$875,000"
Pre-foreclosure,,Single Family,Broward St,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '5,967 sqft', 'factLabel': 'lotsize'}, {'factValue': '', 'factLabel': 'Price/sqft'}]}",,Jacksonville,"[{'rating': ['2/10', '2/10', '4/10'], 'data': {'Distance': ['1.7 mi', '2.9 mi', '1.2 mi'], 'Grades': ['3-6', '6-8', '9-12']}, 'name': ['Susie E. Tolbert Elementary School', 'Northwestern Middle School', 'Robert E. Lee High School']}]",,32204,-- bd,FL,,,,,
Active,,Single Family Home,4922 Clearview Rd,2.5,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central Air', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '4792', 'factLabel': 'lotsize'}, {'factValue': '$154', 'factLabel': 'Price/sqft'}]}",,Garfield Heights,"[{'rating': ['4', '4', '3', '3', '2', '3', 'NR', 'NR'], 'data': {'Distance': ['0.8 mi', '1.5 mi', '1.1 mi', '0.9 mi', '1.5 mi', '2.2 mi', '0.6 mi', '1.1 mi'], 'Grades': ['PK–5', '6–8', '9–12', 'K–5', 'K–8', '6–11', '9–12', '5–8']}, 'name': ['William Foster Elementary School', 'Garfield Heights Middle School', 'Garfield Heights High School', 'Elmwood Elementary School', 'Harvard Avenue Performance Academy School', 'T2 Honors Academy School', 'Trinity Private School', 'Archbishop Lyke-St Timothy Campus Private School']}]",1300,44125,3.0,OH,2.00,,,4025881,"$200,000"
Pre-foreclosure,,Single Family,820 Victoria St,Bathrooms: 1,"{'atAGlanceFacts': [{'factValue': '1947', 'factLabel': 'Year built'}, {'factValue': '1947', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '4,399 sqft', 'factLabel': 'lotsize'}, {'factValue': '', 'factLabel': 'Price/sqft'}]}",,Jacksonville,"[{'rating': ['1/10', '3/10', '3/10'], 'data': {'Distance': ['1 mi', '0.7 mi', '5.7 mi'], 'Grades': ['PK-2', '6-8', '9-12']}, 'name': ['John Love Elementary School', 'Matthew W. Gilbert Middle School', 'William M. Raines High School']}]",Total interior livable area: 814 sqft,32206,3 bd,FL,1.0,,,,"$33,906"
for sale,,townhouse,11211 Minnetta Ct,3 Baths,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$137/sqft', 'factLabel': 'Price/sqft'}]}",,Jacksonville,"[{'rating': ['8/10', '5/10', '6/10'], 'data': {'Distance': ['5.18mi', '2.04mi', '0.67mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Mandarin Oaks Elementary School', 'Twin Lakes Academy Middle School', 'Atlantic Coast High School']}]","1,937 sqft",32256,3 Beds,FL,2.0,,,1006579,"$264,990"
Active,,"1 Story, Contemporary",8907 Highland Gate ,,"{'atAGlanceFacts': [{'factValue': '2016', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Natural Gas Heat', 'factLabel': 'Heating'}, {'factValue': 'Central Heating', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '7,405 Sq. Ft.', 'factLabel': 'lotsize'}, {'factValue': '$146 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",1,San Antonio,"[{'rating': ['NR', '8', '8', '7'], 'data': {'Distance': ['0.6 mi', '1.3 mi', '1.4 mi', '2.7 mi'], 'Grades': ['Preschool to 5', 'Preschool to 5', '6 to 8', '6 to 8']}, 'name': ['Kallison Elementary School', 'Scarborough Elementary School', 'Folks Middle', 'Jefferson Middle School']}]","2,555",78254,,TX,,,,1418342,"373,500"
Active,,"Rancher, Raised Ranch",4217 Shell St ,"2,000","{'atAGlanceFacts': [{'factValue': '1966', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '4,000 Sq. Ft.', 'factLabel': 'lotsize'}, {'factValue': '$158 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,Capitol Heights,"[{'rating': ['2', '3', '2'], 'data': {'Distance': ['0.3 mi', '1.3 mi', '1.5 mi'], 'Grades': ['Preschool to 6', '7 to 8', '9 to 12']}, 'name': ['Bradbury Heights Elementary School', 'Drew Freeman Middle School', 'Suitland High School']}]","1,840",20743,Baths,MD,,,,MDPG540794,"290,000"
Active,,Single Family Home,1024 Dali Blvd.,3.5,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': '$141', 'factLabel': 'Price/sqft'}]}",,Mount Holly,"[{'rating': ['6', '6', '5', '7', '7', '7', 'NR'], 'data': {'Distance': ['3.8 mi', '6.2 mi', '8.1 mi', '2.7 mi', '9.2 mi', '10.2 mi', '5.0 mi'], 'Grades': ['PK–5', '6–8', '9–12', 'K–12', '6–8', '9–12', 'PK–12']}, 'name': ['Pinewood Elementary School', 'Mount Holly Middle School', 'East Gaston High School', 'Mountain Island Charter School', 'Stanley Middle School', 'Stuart W. Cramer High School', 'Southlake Christian Academy Private School']}]","3,292",28120,3,NC,,,,161554830,"$464,900"
for sale,,lot/land,191 Whirlaway,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '3.05 acres', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Austin,"[{'rating': ['8/10', '8/10'], 'data': {'Distance': ['4.59mi', '4.59mi'], 'Grades': ['PK-5', '6-8']}, 'name': ['Dripping Springs Elementary School', 'Dripping Springs Middle School']}]",,78737,,TX,,,,6322243,"$325,000"
for sale,,single-family home,6510 Augustus Magee,2 Baths,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$98/sqft', 'factLabel': 'Price/sqft'}]}",,San Antonio,"[{'rating': ['2/10', '2/10', '2/10'], 'data': {'Distance': ['0.94mi', '1.07mi', '1.01mi'], 'Grades': ['6-8', 'PK-5', '9-12']}, 'name': ['Davis Middle School', 'Hirsch Elementary School', 'Houston High School']}]","1,880 sqft",78220,4 Beds,TX,2.0,,,,"$184,999"
for sale,,single-family home,1612 Mapleton Dr,2 Baths,"{'atAGlanceFacts': [{'factValue': '1961', 'factLabel': 'Year built'}, {'factValue': '1961', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'On Street', 'factLabel': 'Parking'}, {'factValue': '8,179 sqft', 'factLabel': 'lotsize'}, {'factValue': '$145/sqft', 'factLabel': 'Price/sqft'}]}",yes,Dallas,"[{'rating': ['4/10', '5/10', '4/10'], 'data': {'Distance': ['0.71mi', '1.27mi', '0.63mi'], 'Grades': ['9-12', 'PK-5', '6-8']}, 'name': ['Bryan Adams High School', 'Reinhardt Elementary School', 'W High Gaston Middle School']}]","1,797 sqft",75228,3 Beds,TX,1.0,,,14230818,"$259,900"
for sale,,condo,1180 N Federal Hwy #910,3 Baths,"{'atAGlanceFacts': [{'factValue': '2014', 'factLabel': 'Year built'}, {'factValue': '2017', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$548/sqft', 'factLabel': 'Price/sqft'}]}",,Fort Lauderdale,"[{'rating': ['3/10', '7/10', '5/10'], 'data': {'Distance': ['0.79mi', '0.94mi', '0.76mi'], 'Grades': ['PK-5', '9-12', '6-8']}, 'name': ['Bennett Elementary School', 'Fort Lauderdale High School', 'Sunrise Middle School']}]","2,544 sqft",33304,2 Beds,FL,,,yes,A10737813,"$1,395,000"
for sale,,single-family home,547 E Ridgewood Dr,3.5 Baths,"{'atAGlanceFacts': [{'factValue': '1879', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '8.91 acres', 'factLabel': 'lotsize'}, {'factValue': '$142/sqft', 'factLabel': 'Price/sqft'}]}",,Seven Hills,"[{'rating': ['7/10', '7/10', '5/10'], 'data': {'Distance': ['2.31mi', '1.65mi', '2.17mi'], 'Grades': ['K-4', '5-7', '8-12']}, 'name': ['Green Valley Elementary School', 'Hillside Middle School', 'Normandy High School']}]","3,030 sqft",44131,4 Beds,OH,2,,,,"$429,988"
for sale,,single-family home,6931 W 64th St,2 Baths,"{'atAGlanceFacts': [{'factValue': '1969', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Detached Garage', 'factLabel': 'Parking'}, {'factValue': '3,780 sqft', 'factLabel': 'lotsize'}, {'factValue': '$249/sqft', 'factLabel': 'Price/sqft'}]}",,Chicago,"[{'rating': ['7/10', '1/10', '3/10'], 'data': {'Distance': ['0.5mi', '8.04mi', '1.27mi'], 'Grades': ['PK-8', '9-12', '9-12']}, 'name': ['Dore Elementary School', 'Hope College Prep High School', 'Kennedy High School']}]","1,100 sqft",60638,3 Beds,IL,,,,10577500,"$274,000"
Active,,Single Family Home,5428 Closeburn Rd,3.5,"{'atAGlanceFacts': [{'factValue': '2020', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': ', Gas Water Heater, Heat Pump - Heat, MultiZone Heat', 'factLabel': 'Heating'}, {'factValue': 'Central Air, Heat Pump - AC, Multizone A/C', 'factLabel': 'Cooling'}, {'factValue': 'Detached Garage, Garage - 2 Car', 'factLabel': 'Parking'}, {'factValue': '14854', 'factLabel': 'lotsize'}, {'factValue': '$239', 'factLabel': 'Price/sqft'}]}",Great Room,Charlotte,"[{'rating': ['8', '7', '7', '5', '7', '7', 'NR', 'NR'], 'data': {'Distance': ['1.5 mi', '2.9 mi', '3.0 mi', '1.1 mi', '1.3 mi', '1.6 mi', '0.5 mi', '2.0 mi'], 'Grades': ['PK–5', '6–8', '9–12', 'PK–5', '6–8', '9–12', 'K–6', 'K–8']}, 'name': ['Beverly Woods Elementary School', 'Carmel Middle School', 'South Mecklenburg High School', 'Montclaire Elementary School', 'Alexander Graham Middle School', 'Myers Park High School', 'Anami Montessori Private School', 'St. Ann Catholic Private School']}]",4595,28210,5,NC,3 Story,,,3560195,"$1,100,000"
for sale,,single-family home,2525 Lucille Dr,3 Baths,"{'atAGlanceFacts': [{'factValue': '1956', 'factLabel': 'Year built'}, {'factValue': '1957', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '0.27 acres', 'factLabel': 'lotsize'}, {'factValue': '$850/sqft', 'factLabel': 'Price/sqft'}]}",,Fort Lauderdale,"[{'rating': ['7/10', '5/10', '7/10'], 'data': {'Distance': ['3.37mi', '2.69mi', '1.08mi'], 'Grades': ['9-12', '6-8', 'PK-5']}, 'name': ['Fort Lauderdale High School', 'Sunrise Middle School', 'Harbordale Elementary School']}]","2,942 sqft",33316,3 Beds,FL,1.0,,yes,F10199657,"$2,500,000"
For sale,,Condo,891 14th St UNIT 2210,2.0,"{'atAGlanceFacts': [{'factValue': '2009', 'factLabel': 'Year built'}, {'factValue': '2009', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air, Heat pump', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '2 spaces', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': '$457', 'factLabel': 'Price/sqft'}]}",,Denver,"[{'rating': ['4/10', '5/10', '3/10'], 'data': {'Distance': ['0.7 mi', '3.5 mi', '3.3 mi'], 'Grades': ['PK-5', '8', '6-12']}, 'name': ['Greenlee Elementary School', 'Kepner Middle School', 'Bruce Randolph School']}]","1,312 sqft",80202,2,CO,0,,,4739658,"$599,000"
for sale,,townhouse,6309 Tulip St,,"{'atAGlanceFacts': [{'factValue': '1970', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '3,250 sqft', 'factLabel': 'lotsize'}, {'factValue': '$173/sqft', 'factLabel': 'Price/sqft'}]}",,Philadelphia,"[{'rating': ['1/10', '1/10', '3/10'], 'data': {'Distance': ['1.8mi', '1.26mi', '0.42mi'], 'Grades': ['9-12', '6-8', 'PK-5']}, 'name': ['Frankford High School', 'Harding Warren G Middle School', 'Lawton Henry W School']}]","1,188 sqft",19135,3 Beds,PA,2.0,,,PAPH850284,"$205,000"
Active,,Single Family Home,3032 Future Pl,3,"{'atAGlanceFacts': [{'factValue': '1995', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Central', 'factLabel': 'Heating'}, {'factValue': 'Central Air', 'factLabel': 'Cooling'}, {'factValue': 'Parking YN', 'factLabel': 'Parking'}, {'factValue': '4639', 'factLabel': 'lotsize'}, {'factValue': '$514', 'factLabel': 'Price/sqft'}]}",Fireplace,Los Angeles,"[{'rating': ['3', '5', '6', '1', '4', '4', 'NR', 'NR'], 'data': {'Distance': ['0.4 mi', '1.2 mi', '0.5 mi', '0.5 mi', '0.4 mi', '0.5 mi', '0.7 mi', '0.7 mi'], 'Grades': ['K–6', '6–8', '9–12', 'K–5', '6–8', '9–12', 'K–12', 'K–8']}, 'name': ['Glassell Park Elementary School', 'Irving STEAM Magnet School', 'Alliance Tennenbaum Family Technology High School', 'Aragon Avenue Elementary School', 'Studio School', 'Los Angeles River At Sonia Sotomayor Learning Academies School', 'Integrated Pathways To Knowledge Private School', 'St. Bernard Elementary Private School']}]",2142,90065,5,CA,Three Or More,,,CV19267088,"$1,100,000"
for sale,,single-family home,13511 N 33rd Ln,4 Baths,"{'atAGlanceFacts': [{'factValue': '2007', 'factLabel': 'Year built'}, {'factValue': '2007', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage, Carport', 'factLabel': 'Parking'}, {'factValue': '9,649 sqft', 'factLabel': 'lotsize'}, {'factValue': '$113/sqft', 'factLabel': 'Price/sqft'}]}",,Edinburg,"[{'rating': ['7/10', '6/10'], 'data': {'Distance': ['3.83mi', '3.83mi'], 'Grades': ['PK-5', '9-12']}, 'name': ['Anne L Magee Elementary School', 'Robert R Vela High School']}]","2,348 sqft",78541,4 Beds,TX,1.0,,,324771,"$265,000"
for sale,,single-family home,5785 Hanover St,3.5 Baths,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$238/sqft', 'factLabel': 'Price/sqft'}]}",,Denver,"[{'rating': ['8/10', '9/10', '8/10', '9/10', '5/10', '6/10', '8/10', '8/10', '7/10', '4/10', '6/10', '5/10', '7/10', '4/10'], 'data': {'Distance': ['3.78mi', '3.3mi', '3.9mi', '4.4mi', '3.22mi', '1.44mi', '3.05mi', '3.05mi', '1.44mi', '0.91mi', '1.44mi', '3.22mi', '1.44mi', '0.91mi'], 'Grades': ['PK-8', 'PK-5', '9-12', '6-8', 'PK-5', 'PK-5', 'PK-5', 'PK-5', '6-8', '9-11', 'PK-5', 'PK-5', '6-8', '9-11']}, 'name': ['William (Bill) Roberts K-8 School', 'Westerly Creek Elementary School', 'Denver School of Science and Technology: Stapleton High School', 'McAuliffe International', 'Isabella Bird Community School', 'High Tech Elementary School', 'Swigert International School', 'Swigert International School', 'DSST: Conservatory Green Middle School', 'Northfield High School', 'High Tech Elementary School', 'Isabella Bird Community School', 'DSST: Conservatory Green Middle School', 'Northfield High School']}]","2,978 sqft",80238,4 Beds,CO,2.0,,yes,,"$710,000"
for sale,,condo,20234 Cantara St #369,,"{'atAGlanceFacts': [{'factValue': '1979', 'factLabel': 'Year built'}, {'factValue': '1979', 'factLabel': 'Remodeled year'}, {'factValue': 'Other', 'factLabel': 'Heating'}, {'factValue': 'Wall', 'factLabel': 'Cooling'}, {'factValue': '2', 'factLabel': 'Parking'}, {'factValue': '2.95 acres', 'factLabel': 'lotsize'}, {'factValue': '$380/sqft', 'factLabel': 'Price/sqft'}]}",,Winnetka,"[{'rating': ['5/10', '9/10', '2/10', '4/10'], 'data': {'Distance': ['3.44mi', '4.16mi', '1.05mi', '0.2mi'], 'Grades': ['9-12', '9-12', '6-8', 'K-5']}, 'name': ['Northridge Academy High', 'Granada Hills Charter High School', 'John A. Sutter Middle School', 'Winnetka Avenue Elementary School']}]",685 sqft,91306,,CA,3.0,,yes,SR19273675,"$259,999"
Active,,,"760 E Argyle Ave, N ",,"{'atAGlanceFacts': [{'factValue': '1914', 'factLabel': 'Year built'}, {'factValue': '1914', 'factLabel': 'Remodeled year'}, {'factValue': 'Central', 'factLabel': 'Heating'}, {'factValue': 'Electric', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '5,663 Sq. Ft.', 'factLabel': 'lotsize'}, {'factValue': '$265 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,Nashville,"[{'rating': ['3', '1', '5', '8', '3', '1'], 'data': {'Distance': ['0.7 mi', '2.9 mi', '3.1 mi', '0.5 mi', '2.8 mi', '5.4 mi'], 'Grades': ['Preschool to 4', 'Preschool to 4', '5 to 8', '5 to 8', '9 to 12', '9 to 12']}, 'name': ['Carter Lawrence Elementary Magnet', 'Caldwell Enhanced Option', 'John T. Moore Middle School', 'Rose Park Math/ Science Middle Magnet', 'Hillsboro High School', 'Stratford Comp High School']}]","1,395",37203,,TN,,,,2099177,"370,000"
Active,,,10188 NW 138th St ,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '1960', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '1.61 Acres', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Hialeah Gardens,"[{'rating': ['9', '10', 'NR', '6', '6'], 'data': {'Distance': ['0.7 mi', '26.5 mi', '20.7 mi', '1.6 mi', '1.2 mi'], 'Grades': ['Preschool to 5', 'Preschool to 8', 'K to 9', '6 to 8', '8 to 12']}, 'name': ['Hialeah Gardens Elementary School', 'Air Base Elementary School', 'Robert Morgan Voc-Tech Institute', 'Hialeah Gardens Middle School', 'Barbara Goleman Senior High School']}]",,33018,,FL,,,,A10719888,"3,700,000"
for sale,,lot/land,2108 SE 98th Ave #3,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Electric', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '8276 sqft', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Vancouver,"[{'rating': ['4/10', '4/10', '8/10'], 'data': {'Distance': ['0.95mi', '1.99mi', '2.7mi'], 'Grades': ['K-5', '6-8', '9-12']}, 'name': ['Ellsworth Elementary School', 'Wyeast Middle School', 'Mountain View High School']}]",,98664,,WA,,,,18280903,"$269,000"
